segment_id,endpoint,angle_deg,side,x_input,y_input,z_input,x_mm,y_mm,z_mm,signed_r_mm,radial_r_mm,z_from_bottom_mm
10,0,0,negative,0.0969046977882,-0.107491405958,-0.0110353747151,96.9046977882,-107.491405958,-11.0353747151,-41.1876744491,41.1876744491,19.8506253072
10,1,0,negative,0.097232031897,-0.107491405958,-0.0117283846889,97.232031897,-107.491405958,-11.7283846889,-40.8603403402,40.8603403402,19.1576153334
11,0,0,negative,0.0968419242724,-0.107491405958,-0.0108699876515,96.8419242724,-107.491405958,-10.8699876515,-41.2504479648,41.2504479648,20.0160123708
11,1,0,negative,0.0967740938108,-0.107491405958,-0.0106170759476,96.7740938108,-107.491405958,-10.6170759476,-41.3182784264,41.3182784264,20.2689240746
12,0,0,negative,0.0967740938108,-0.107491405958,-0.0106170759476,96.7740938108,-107.491405958,-10.6170759476,-41.3182784264,41.3182784264,20.2689240746
12,1,0,negative,0.0966564995105,-0.107491405958,-0.0102931187583,96.6564995105,-107.491405958,-10.2931187583,-41.4358727268,41.4358727268,20.592881264
13,0,0,negative,0.0965295880622,-0.107491405958,-0.00988239838173,96.5295880622,-107.491405958,-9.88239838173,-41.562784175,41.562784175,21.0036016406
13,1,0,negative,0.0966564995105,-0.107491405958,-0.0102931187583,96.6564995105,-107.491405958,-10.2931187583,-41.4358727268,41.4358727268,20.592881264
14,0,0,negative,0.0964215006798,-0.107491405958,-0.00966161931297,96.4215006798,-107.491405958,-9.66161931297,-41.6708715574,41.6708715574,21.2243807093
14,1,0,negative,0.0965295880622,-0.107491405958,-0.00988239838173,96.5295880622,-107.491405958,-9.88239838173,-41.562784175,41.562784175,21.0036016406
15,0,0,negative,0.0964215006798,-0.107491405958,-0.00966161931297,96.4215006798,-107.491405958,-9.66161931297,-41.6708715574,41.6708715574,21.2243807093
15,1,0,negative,0.0962784972439,-0.107491405958,-0.00942372865388,96.2784972439,-107.491405958,-9.42372865388,-41.8138749933,41.8138749933,21.4622713684
16,0,0,negative,0.0931945716015,-0.107491405958,-0.0132690897704,93.1945716015,-107.491405958,-13.2690897704,-44.8978006358,44.8978006358,17.6169102519
16,1,0,negative,0.0933993188946,-0.107491405958,-0.013631339198,93.3993188946,-107.491405958,-13.631339198,-44.6930533427,44.6930533427,17.2546608243
17,0,0,negative,0.0931945716015,-0.107491405958,-0.0132690897704,93.1945716015,-107.491405958,-13.2690897704,-44.8978006358,44.8978006358,17.6169102519
17,1,0,negative,0.0928251653329,-0.107491405958,-0.0125861540686,92.8251653329,-107.491405958,-12.5861540686,-45.2672069043,45.2672069043,18.2998459537
18,0,0,negative,0.0928251653329,-0.107491405958,-0.0125861540686,92.8251653329,-107.491405958,-12.5861540686,-45.2672069043,45.2672069043,18.2998459537
18,1,0,negative,0.0921588541909,-0.107491405958,-0.0114820445341,92.1588541909,-107.491405958,-11.4820445341,-45.9335180463,45.9335180463,19.4039554882
19,0,0,negative,0.0962784972439,-0.107491405958,-0.00942372865388,96.2784972439,-107.491405958,-9.42372865388,-41.8138749933,41.8138749933,21.4622713684
19,1,0,negative,0.0962072098266,-0.107491405958,-0.00914352115942,96.2072098266,-107.491405958,-9.14352115942,-41.8851624106,41.8851624106,21.7424788629
20,0,0,negative,0.0958939642888,-0.107491405958,-0.00853125667783,95.8939642888,-107.491405958,-8.53125667783,-42.1984079484,42.1984079484,22.3547433445
20,1,0,negative,0.0962072098266,-0.107491405958,-0.00914352115942,96.2072098266,-107.491405958,-9.14352115942,-41.8851624106,41.8851624106,21.7424788629
21,0,0,negative,0.0958939642888,-0.107491405958,-0.00853125667783,95.8939642888,-107.491405958,-8.53125667783,-42.1984079484,42.1984079484,22.3547433445
21,1,0,negative,0.0957522778433,-0.107491405958,-0.00830870188117,95.7522778433,-107.491405958,-8.30870188117,-42.3400943939,42.3400943939,22.5772981411
22,0,0,negative,0.09533609615,-0.107491405958,-0.00772419122269,95.33609615,-107.491405958,-7.72419122269,-42.7562760872,42.7562760872,23.1618087996
22,1,0,negative,0.0957522778433,-0.107491405958,-0.00830870188117,95.7522778433,-107.491405958,-8.30870188117,-42.3400943939,42.3400943939,22.5772981411
23,0,0,negative,0.0950795652227,-0.107491405958,-0.00728416008359,95.0795652227,-107.491405958,-7.28416008359,-43.0128070145,43.0128070145,23.6018399387
23,1,0,negative,0.09533609615,-0.107491405958,-0.00772419122269,95.33609615,-107.491405958,-7.72419122269,-42.7562760872,42.7562760872,23.1618087996
24,0,0,negative,0.0950795652227,-0.107491405958,-0.00728416008359,95.0795652227,-107.491405958,-7.28416008359,-43.0128070145,43.0128070145,23.6018399387
24,1,0,negative,0.0949912664066,-0.107491405958,-0.00707020270928,94.9912664066,-107.491405958,-7.07020270928,-43.1011058306,43.1011058306,23.815797313
25,0,0,negative,0.0947300377654,-0.107491405958,-0.00638012015527,94.7300377654,-107.491405958,-6.38012015527,-43.3623344718,43.3623344718,24.505879867
25,1,0,negative,0.0949912664066,-0.107491405958,-0.00707020270928,94.9912664066,-107.491405958,-7.07020270928,-43.1011058306,43.1011058306,23.815797313
26,0,0,negative,0.0947300377654,-0.107491405958,-0.00638012015527,94.7300377654,-107.491405958,-6.38012015527,-43.3623344718,43.3623344718,24.505879867
26,1,0,negative,0.0946077207999,-0.107491405958,-0.00606613839739,94.6077207999,-107.491405958,-6.06613839739,-43.4846514373,43.4846514373,24.8198616249
27,0,0,negative,0.0941152071492,-0.107491405958,-0.00493924599897,94.1152071492,-107.491405958,-4.93924599897,-43.977165088,43.977165088,25.9467540233
27,1,0,negative,0.0946077207999,-0.107491405958,-0.00606613839739,94.6077207999,-107.491405958,-6.06613839739,-43.4846514373,43.4846514373,24.8198616249
28,0,0,negative,0.093723750374,-0.107491405958,-0.00423871554478,93.723750374,-107.491405958,-4.23871554478,-44.3686218632,44.3686218632,26.6472844775
28,1,0,negative,0.0941152071492,-0.107491405958,-0.00493924599897,94.1152071492,-107.491405958,-4.93924599897,-43.977165088,43.977165088,25.9467540233
29,0,0,negative,0.0921362442667,-0.107491405958,-0.0114413617801,92.1362442667,-107.491405958,-11.4413617801,-45.9561279705,45.9561279705,19.4446382422
29,1,0,negative,0.0921413450186,-0.107491405958,-0.0114519481344,92.1413450186,-107.491405958,-11.4519481344,-45.9510272186,45.9510272186,19.4340518879
30,0,0,negative,0.0921413450186,-0.107491405958,-0.0114519481344,92.1413450186,-107.491405958,-11.4519481344,-45.9510272186,45.9510272186,19.4340518879
30,1,0,negative,0.0921588541909,-0.107491405958,-0.0114820445341,92.1588541909,-107.491405958,-11.4820445341,-45.9335180463,45.9335180463,19.4039554882
31,0,0,negative,0.0921262788832,-0.107491405958,-0.0114190922236,92.1262788832,-107.491405958,-11.4190922236,-45.966093354,45.966093354,19.4669077987
31,1,0,negative,0.0921362442667,-0.107491405958,-0.0114413617801,92.1362442667,-107.491405958,-11.4413617801,-45.9561279705,45.9561279705,19.4446382422
32,0,0,negative,0.0918943725887,-0.107491405958,-0.010838081243,91.8943725887,-107.491405958,-10.838081243,-46.1979996485,46.1979996485,20.0479187792
32,1,0,negative,0.0921262788832,-0.107491405958,-0.0114190922236,92.1262788832,-107.491405958,-11.4190922236,-45.966093354,45.966093354,19.4669077987
33,0,0,negative,0.0918943725887,-0.107491405958,-0.010838081243,91.8943725887,-107.491405958,-10.838081243,-46.1979996485,46.1979996485,20.0479187792
33,1,0,negative,0.0914845238708,-0.107491405958,-0.00980522985651,91.4845238708,-107.491405958,-9.80522985651,-46.6078483664,46.6078483664,21.0807701658
34,0,0,negative,0.0914845238708,-0.107491405958,-0.00980522985651,91.4845238708,-107.491405958,-9.80522985651,-46.6078483664,46.6078483664,21.0807701658
34,1,0,negative,0.0914732956939,-0.107491405958,-0.00978116473548,91.4732956939,-107.491405958,-9.78116473548,-46.6190765433,46.6190765433,21.1048352868
35,0,0,negative,0.0910935980589,-0.107491405958,-0.00911437841291,91.0935980589,-107.491405958,-9.11437841291,-46.9987741783,46.9987741783,21.7716216094
35,1,0,negative,0.0914732956939,-0.107491405958,-0.00978116473548,91.4732956939,-107.491405958,-9.78116473548,-46.6190765433,46.6190765433,21.1048352868
36,0,0,negative,0.0905971189568,-0.107491405958,-0.00811156018089,90.5971189568,-107.491405958,-8.11156018089,-47.4952532804,47.4952532804,22.7744398414
